,index,result,preprocessing_time,inference_time,translation_time,preprocessing_timeout,inference_timeout,belief_base,queries,query,inference_system,solver,optimizer
3186,5.0,False,0.0,160.1,0.5,False,False,randomTest_100_120_38,,"(almjtz|(tjlrlb,(uagjts,tmvqhg)))",c-inference,z3,rc2
3046,5.0,False,0.0,158.2,0.4,False,False,randomTest_100_120_15,,(((!(!qunqhq));(mowiml;(fgnztv;xdnokw)))|zpkncj),c-inference,z3,rc2
3512,5.0,False,0.0,157.70000000000002,0.6,False,False,randomTest_100_120_94,,"(((((!zdnybr),vhpcyo);ehobkl),((!(!(fkqspl;kfvswz))),(!kdxmxc)))|(alydrt,(!yxfwfv)))",c-inference,z3,rc2
3256,1.0,True,24487.5,157.5,1295.9,False,False,randomTest_100_120_58,,"((((yhkozk;kvzsbz);lbgsch),(!((goqtin,(yuqnuz;xjhplu)),xndyie)))|oxaapm)",c-inference,z3,rc2
3510,3.0,False,0.0,157.5,0.5,False,False,randomTest_100_120_94,,"((((!joqwoc),((gwzhnf;qyooux);(hpwvjk;izsakw))),(!ojtdos))|(trwksb;xelxrz))",c-inference,z3,rc2
3082,9.0,False,0.0,157.4,0.5,False,False,randomTest_100_120_20,,"(((bzxjom,rcpttf);(!(odsbya;exrgtd)))|((!uifudz),(ndsbqb,eucdyb)))",c-inference,z3,rc2
3513,6.0,False,0.0,157.1,0.5,False,False,randomTest_100_120_94,,"((ljkexj,(zsaliz;ydakqx))|((!(!(!qwgvyx)));(!((wcbyti,((!kiemzz);zyzheu)),peklsp))))",c-inference,z3,rc2
3045,4.0,False,0.0,156.1,0.4,False,False,randomTest_100_120_15,,"(pamecx|(((eidmwq;nmrile);(dlifjv,fvsqlq));awtttb))",c-inference,z3,rc2
3511,4.0,False,0.0,154.6,0.5,False,False,randomTest_100_120_94,,"((vtiajh,(cdknuv;itrazs))|twbjep)",c-inference,z3,rc2
3051,10.0,False,0.0,148.2,0.4,False,False,randomTest_100_120_15,,"((((narwvw,rrabrc),cvyukh);(!dfujun))|((nazgll;((!eidmwq);bckmwc));(fgnztv;xdnokw)))",c-inference,z3,rc2
3425,1.0,False,17957.0,147.20000000000002,1314.6999999999998,False,False,randomTest_100_120_83,,"(ikkpzp|((wdqxns,(!(mcppxo;(yewoso,(!vppbsk)))));(iejlqu;(!sonqwb))))",c-inference,z3,rc2
3456,2.0,False,0.0,143.9,0.7,False,False,randomTest_100_120_86,,"((mzukxc;((!(!wtjdnt)),(oxwppn;(!bushiz))))|(jjnixq;((ckcxik,azamcc);(tizmwa,holpfr))))",c-inference,z3,rc2
3139,2.0,False,0.0,142.7,0.5,False,False,randomTest_100_120_30,,"(((!(!(!vuoftr))),ngedlu)|(hincqq,faxrbm))",c-inference,z3,rc2
3080,7.0,True,0.0,142.4,0.7,False,False,randomTest_100_120_20,,"(((xbzmtm;xntwby);pznqia)|((jurrjt,uzvizv),((jxxxmc;(isxjna,(exrgtd;hbybje))),(!jxthrc))))",c-inference,z3,rc2
3477,10.0,True,0.0,140.1,0.5,False,False,randomTest_100_120_90,,"((gypybu;ibtuca)|((mnlyfz;aqrkmh);(!(!(ndfhir,veetad)))))",c-inference,z3,rc2
3320,3.0,False,0.0,136.0,0.5,False,False,randomTest_100_120_66,,"((etlmpv,(!(!(!tjqfxw))))|(zwgkge,((cphatk;nmmolo),(exeizz;dlmdsq))))",c-inference,z3,rc2
3228,6.0,False,0.0,130.3,0.6,False,False,randomTest_100_120_52,,"((rwedzs,(lqlvtf;mscnvb))|((!kiqtyg);gkugwu))",c-inference,z3,rc2
3183,2.0,False,0.0,128.20000000000002,0.6,False,False,randomTest_100_120_38,,"((((!almjtz),pkremj),qwciyd)|((!((!((!wdavqm),ouadog)),(vjkahk;((!((!eikkjr);nzvfga));lgdgqe))));ipovvr))",c-inference,z3,rc2
3127,10.0,False,0.0,125.2,0.5,False,False,randomTest_100_120_28,,"((((!ksnzsz);(!(wwvvtg;(((mbwxvv,sttezs),(!bjshvc));(!qnmgot))))),(!lakajv))|(tbxjak,dmoahu))",c-inference,z3,rc2
3360,8.0,False,0.0,124.6,0.7,False,False,randomTest_100_120_74,,"((enqwhv,(!(nrazdr,((dbvsiu,soudye),xiqtmh))))|((fzublp;ribjir),(!xgyluc)))",c-inference,z3,rc2
3021,10.0,True,0.0,122.4,0.5,False,False,randomTest_100_120_12,,"(((ftqusn;osxssc);(pmmsse,znzirs))|(((uzfhzf,ddzyye),livhbi),(!((!(!hgompz)),psyshu))))",c-inference,z3,rc2
3460,6.0,False,0.0,120.9,0.5,False,False,randomTest_100_120_86,,"((((!trjnrq),(!(tizmwa;alvzqo)));pujvmk)|((slrnsx,pbbsev);jbnfch))",c-inference,z3,rc2
2965,10.0,False,0.0,119.8,0.7,False,False,randomTest_100_120_1,,(bdykdn|((zgjrkz;qlnkxi);(oidzrf;hmmlqr))),c-inference,z3,rc2
2974,6.0,False,0.0,118.5,0.7,False,False,randomTest_100_120_5,,"(upuypd|(((cvvlky,(!akpvzv));(mvmlhb,((!(jzinoz,klvmyg)),ewefyy))),lwoszc))",c-inference,z3,rc2
2963,8.0,False,0.0,112.3,0.7,False,False,randomTest_100_120_1,,"(((!(!((!(!zcyeza)),yoeaib))),((!(ivixcq,hugbeu));(!((!zhbykm),aihmly))))|((!waubho),(!(!(txjvrd;zgjrkz)))))",c-inference,z3,rc2
3388,6.0,False,0.0,108.0,0.6,False,False,randomTest_100_120_77,,"((((ezokyu,pcbkkm);pyskaa);talslt)|((sxqsmu,(!lghkmu)),((!(xmyyhc,(qwsfcy,oonntw))),airwvo)))",c-inference,z3,rc2
3074,1.0,False,19581.7,107.2,1153.0,False,False,randomTest_100_120_20,,"(zaqyhp|((domilh;(!vbdlwo));(kgmoba,ndsbqb)))",c-inference,z3,rc2
3481,4.0,False,0.0,106.8,0.6,False,False,randomTest_100_120_91,,"(((erwcmx;(!tzdtfs));(foqjyv;gqawkf))|((!lwalgs),(hddlhj,(!rbhrjo))))",c-inference,z3,rc2
3104,9.0,False,0.0,106.1,0.5,False,False,randomTest_100_120_24,,"(mrfjlw|(ggsakw;((ordrlw,zzxpzn);(!(!uppjri)))))",c-inference,z3,rc2
3099,4.0,False,0.0,104.1,0.4,False,False,randomTest_100_120_24,,"(((!mtnbiy),(!(kxvnmx,((!(zzkuzq,zixfct)),(oikotf;(cmiemm;ncfqaq))))))|hxpvnn)",c-inference,z3,rc2
3355,3.0,False,0.0,103.8,0.6,False,False,randomTest_100_120_74,,"(xcokkv|((tejsji;rcfzwp),(pbzktb,wdtlsd)))",c-inference,z3,rc2
3434,10.0,True,0.0,103.7,0.6,False,False,randomTest_100_120_83,,"(((!(lynfch,(zmtmut,xcujpd))),((pnqsis;(bgddko;ctxtxh));(sgtlsi;ftlafd)))|qrnvne)",c-inference,z3,rc2
3184,3.0,True,0.0,99.1,0.5,False,False,randomTest_100_120_38,,"(pmrfuo|((!(zctxin;ypquub));((eikkjr,gdaewg),kypiny)))",c-inference,z3,rc2
3100,5.0,False,0.0,94.9,0.6,False,False,randomTest_100_120_24,,"((((mqrpwi,wltref),ustdhh);(!(((wamqvc;esqzfw),ephabi),gwkrqz)))|(lvcxxa,(!(!(!qykpcl)))))",c-inference,z3,rc2
3101,6.0,False,0.0,92.7,0.6,False,False,randomTest_100_120_24,,"(((!mrfjlw),cmiemm)|(kgvyta,(ggsakw,ncfqaq)))",c-inference,z3,rc2
3103,8.0,False,0.0,92.3,0.6,False,False,randomTest_100_120_24,,"(jkhhkg|((!(zherkz,(lfnxmr,mtnbiy))),(ucpaci,((!(dnnzzm,(waeagz;vwmhtq)));(!dxqcqj)))))",c-inference,z3,rc2
2956,1.0,False,14628.2,92.3,1031.2,False,False,randomTest_100_120_1,,"((((wwolce,wbypjs);dtksxh);wjybee)|qprwch)",c-inference,z3,rc2
3102,7.0,False,0.0,91.9,0.6,False,False,randomTest_100_120_24,,"((bypygx,zzkuzq)|(((diwxuk;fyrrza),hhzebp),((!(!((!ucpaci),tzubcp)));(!(brrzon,rgxqfh)))))",c-inference,z3,rc2
2973,5.0,False,0.0,91.8,0.6,False,False,randomTest_100_120_5,,"(((akpvzv;ewefyy),ihggkf)|((!(!((!xggvpg),((ylvpsn;qrxfml),(athlyc;vlgmtb))))),ndgdrx))",c-inference,z3,rc2
3105,10.0,False,0.0,91.8,0.5,False,False,randomTest_100_120_24,,"(zyyghe|((!iuesvv),(rcnrnh;zherkz)))",c-inference,z3,rc2
2996,7.0,False,0.0,90.9,0.5,False,False,randomTest_100_120_8,,"(((enjlpy,((!zmtwhv);apzeua));hmhirn)|uigfrf)",c-inference,z3,rc2
3057,6.0,False,0.0,90.2,0.4,False,False,randomTest_100_120_16,,"((((!eavdok),(!(mymnue,(lrqmgp;(rovpna,zigxok)))));(!(mfeqqz;zjkllc)))|((!nzhqxx),(!(mahleo,svonwo))))",c-inference,z3,rc2
3359,7.0,True,0.0,90.2,0.6,False,False,randomTest_100_120_74,,"((ivoszp;wdtlsd)|((!(tejsji,(veqlyi,dbvsiu))),(qjdohy;wsfkpz)))",c-inference,z3,rc2
3058,7.0,False,0.0,89.5,0.4,False,False,randomTest_100_120_16,,"(((pjvads;eidflk);xdrxdn)|(((!rdhbbm);ipialw),prtduu))",c-inference,z3,rc2
2991,2.0,False,0.0,88.60000000000001,0.8,False,False,randomTest_100_120_8,,"((ekgepp,(qactdv,(heowxj;(jbltrx;lyznxw))))|(rxdija;((!gqguqh);(eulwum,(hmhirn,wskysp)))))",c-inference,z3,rc2
3479,2.0,False,0.0,88.3,0.9,False,False,randomTest_100_120_91,,(((mqxbdh;ugmqkm);((grpahi;ufsscx);hxyvaw))|((!zpvbzk);ntkvkw)),c-inference,z3,rc2
3480,3.0,False,0.0,88.2,0.6,False,False,randomTest_100_120_91,,"(hfkrye|(((ixcfha;hddlhj);dlyaki),(nxtxlo,bcovtp)))",c-inference,z3,rc2
3061,10.0,False,0.0,87.9,0.6,False,False,randomTest_100_120_16,,"(((rohdue,(!(ushvad,cavcji))),zqrqsn)|((!(!gecnso)),(beoyfl,lgqqmj)))",c-inference,z3,rc2
3012,1.0,False,15338.4,83.8,1226.5,False,False,randomTest_100_120_12,,"(((!(!((pmmsse;xkrjjp);xilluv))),(uzfhzf,crmegz))|((((!kcuicb);sschik);acnwmh),(!mfqvmo)))",c-inference,z3,rc2
3398,6.0,False,0.0,83.39999999999999,0.7,False,False,randomTest_100_120_78,,"(glvnbf|((((!(!(!lbeuqy))),(!(!((wgaasb;syqlyn),wrmbse)))),yhgumq);(!((mienru,fhsaxk);wysvxj))))",c-inference,z3,rc2
3402,10.0,False,0.0,82.9,0.6,False,False,randomTest_100_120_78,,"(((wysvxj;uvjpfp),(!(wrwbpx,tmwume)))|(hsusdy,wbwnlu))",c-inference,z3,rc2
3164,6.0,False,0.0,82.69999999999999,0.4,False,False,randomTest_100_120_33,,(((((iehfne;jupxfn);riscwg);xszeoh);((!(!yxmmtt));(!dqwapl)))|pynhyt),c-inference,z3,rc2
2993,4.0,False,0.0,80.9,0.6,False,False,randomTest_100_120_8,,"((((!(kwlkfw,(szijci;srhxgj))),hhtkxk);(!xeahfa))|(dzqucy,fqlojl))",c-inference,z3,rc2
3356,4.0,False,0.0,80.4,0.6,False,False,randomTest_100_120_74,,"((((rmlgfa;jdsirw),(ribjir;tuvlso)),((qmvssu;frjxgs);lkminp))|xgyluc)",c-inference,z3,rc2
3125,8.0,True,0.0,79.9,0.5,False,False,randomTest_100_120_28,,"((((!(vtkioc,((!(nkhxrc;yhvbpe));(!veucby)))),(!(tsubpa;qvggdg)));wjjiin)|(kiidsh;kmstec))",c-inference,z3,rc2
2999,10.0,False,0.0,79.60000000000001,0.6,False,False,randomTest_100_120_8,,"((((!czllal);(heowxj;(!(!hudnqr))));(!(!(hhtkxk;(pczxgh,gqguqh)))))|isgvsy)",c-inference,z3,rc2
2994,5.0,False,0.0,79.0,0.6,False,False,randomTest_100_120_8,,"(((((!(!(icckkm,fqlojl))),(axpply;(dxxfvf;(jbltrx;ygtpiv))));(szijci;bnprmo));qtykgv)|sofisx)",c-inference,z3,rc2
3203,9.0,False,0.0,78.6,0.5,False,False,randomTest_100_120_42,,"((gpyqxt,(htmnoa,(ubzabv,(zivhdl,pzcztv))))|lhpqra)",c-inference,z3,rc2
3397,5.0,False,0.0,77.6,0.7,False,False,randomTest_100_120_78,,"(((!vtvmjo);(tkfsdw;igrthd))|((wouqpp,(!pzagcm));((dpjbzx;pnjorx);sxtbvw)))",c-inference,z3,rc2
2997,8.0,False,0.0,77.4,0.5,False,False,randomTest_100_120_8,,((vtpbqh;(!(jdgbir;heowxj)))|osvpwu),c-inference,z3,rc2
3287,1.0,False,5556.5,75.3,895.8,False,False,randomTest_100_120_62,,"(((jnehdy,cziekt);(xltkoo,exafcr))|rzpyma)",c-inference,z3,rc2
3401,9.0,False,0.0,74.7,0.6,False,False,randomTest_100_120_78,,"(((gxkcms,(!(vrjaph;wngpqe)));amnctn)|pvoswt)",c-inference,z3,rc2
3394,2.0,False,0.0,74.2,0.6,False,False,randomTest_100_120_78,,"((jhyygn;(kpgwgl,(!igrthd)))|(amnctn;(!vtvmjo)))",c-inference,z3,rc2
2998,9.0,False,0.0,74.1,0.5,False,False,randomTest_100_120_8,,"(pxhwnx|(((!(!jdgbir)),szijci),dxxfvf))",c-inference,z3,rc2
2992,3.0,False,0.0,73.6,0.5,False,False,randomTest_100_120_8,,"(((!(!cbtbgf)),ysjfft)|((gqguqh;zmtwhv),((!wvockt),xvblik)))",c-inference,z3,rc2
3304,8.0,True,0.0,73.1,0.5,False,False,randomTest_100_120_63,,"(((!(gkbvya,(phuyfx,uknksk))),(!(soqzhf,ugxtun)))|((meszwc;ucuohr),zkxkjf))",c-inference,z3,rc2
3469,2.0,True,0.0,72.69999999999999,0.4,False,False,randomTest_100_120_90,,"((epqvqd;toecsp)|(((stpcne;dviaes),(qmgmrz;((!onvczz);jeyzub)));(!(xkcpxy,vyilmh))))",c-inference,z3,rc2
3076,3.0,False,0.0,71.9,0.5,False,False,randomTest_100_120_20,,"(((!(!mdkwkg));(!(kgmoba;((lltpyt,zzobvr),gjrkxa))))|(((pmgnax;xhwhal),lgspls),puiswc))",c-inference,z3,rc2
3177,7.0,False,0.0,71.5,0.5,False,False,randomTest_100_120_36,,"(fkcxql|((xtsrmr;tatfzb),(!kbmhvg)))",c-inference,z3,rc2
2977,9.0,False,0.0,70.7,0.6,False,False,randomTest_100_120_5,,"((((ewefyy,yjtdxb);dmgspk),mvkqhx)|(yzkybp;(lwoszc,ffgeda)))",c-inference,z3,rc2
3486,9.0,False,0.0,70.69999999999999,0.4,False,False,randomTest_100_120_91,,"(((!ufmnqp),(pzbmsp;((!grpahi),(suqgar,(qbtyde,ybwbsc)))))|((!acoqkl),(yhbthw,(htbuhl;ntkvkw))))",c-inference,z3,rc2
3069,8.0,False,0.0,69.8,0.5,False,False,randomTest_100_120_17,,"((apjujh,((pxsxvl,pifdlw),ljyxxg))|(mqspig,(((zvjuld,(fjpoqc;ajfbjn));lmuzln);sguzcl)))",c-inference,z3,rc2
2975,7.0,False,0.0,69.5,0.6,False,False,randomTest_100_120_5,,"((athlyc;nvyvfe)|((!(!pbkgwv));(!(jcmfqo,nspbnb))))",c-inference,z3,rc2
2978,10.0,False,0.0,69.10000000000001,0.6,False,False,randomTest_100_120_5,,"(((!(!vchojp));((!oixqhy),jxyufe))|(xttcny;zjmcrv))",c-inference,z3,rc2
3485,8.0,False,0.0,68.8,0.4,False,False,randomTest_100_120_91,,"(((!(!qjmkpq));yhbthw)|(msowha;(hfkrye,(!gaucph))))",c-inference,z3,rc2
2976,8.0,False,0.0,68.5,0.5,False,False,randomTest_100_120_5,,"((zlxhrs;nawfwl)|(iihonc,dmgspk))",c-inference,z3,rc2
3084,1.0,False,18664.3,68.10000000000001,1146.6,False,False,randomTest_100_120_21,,"((sppmii,((((ubxarq,qpffcc);(!cxwaie));(!(nkfpsv;(!(rbyaow,pzepqf))))),(gnybit,qvndnt)))|swuxxn)",c-inference,z3,rc2
3137,10.0,True,0.0,68.0,0.5,False,False,randomTest_100_120_29,,"((((tqjzyh,(etgaxd,yspoon)),(!(ssqzel,kwvgfw)));vldowg)|((!aomzex),zpnpxm))",c-inference,z3,rc2
2987,9.0,False,0.0,67.60000000000001,0.3,False,False,randomTest_100_120_6,,"(((qmrmcu,ootidv),(fuujah,wbutzy))|((!mpqkcw),(uexowr,pldiiu)))",c-inference,z3,rc2
3237,3.0,False,0.0,62.8,0.7,False,False,randomTest_100_120_55,,"((lxtffk,(!vjpnam))|((!zskfdn);(lefxfh;xxqgop)))",c-inference,z3,rc2
2962,7.0,False,0.0,62.7,0.5,False,False,randomTest_100_120_1,,"(((!(zgjrkz,(esywdo;(!wiydrb)))),(!((ozekdd,(cwffxl,bdgdct)),(zdwrij;iztkme))))|(zhbykm,qkmjmy))",c-inference,z3,rc2
3227,5.0,False,0.0,62.5,0.7,False,False,randomTest_100_120_52,,"(jhvizm|((!(!irztew));(((ijwved,dljqny);klkvwo);((!((lqlvtf;ykcjei),uvnaav)),((!upitij);ooqoyx)))))",c-inference,z3,rc2
3429,5.0,False,0.0,61.9,0.5,False,False,randomTest_100_120_83,,"(ccgomr|((ilnfrf;ctxtxh),xcujpd))",c-inference,z3,rc2
3328,1.0,False,4895.2,61.5,916.7,False,False,randomTest_100_120_67,,"(sjnxge|(eoipwv,(rnfzwt,(((nyyepg,obmcbg),lcgqiz);((!vmdyxf),((!cnltpp);vygude))))))",c-inference,z3,rc2
2960,5.0,False,0.0,61.4,0.5,False,False,randomTest_100_120_1,,"(qlnkxi|(((havllf,(wjybee;rjirgr)),waubho);jgthvt))",c-inference,z3,rc2
3178,8.0,False,0.0,61.1,0.7,False,False,randomTest_100_120_36,,"(lmwxwv|(((!((yyoycr,dmcufv);riewxd)),(((!mwcvzu);(!lyebuy));akpnck));((!(!(!(!hwxxnw)))),lmccgt)))",c-inference,z3,rc2
3524,7.0,False,0.0,60.8,0.6,False,False,randomTest_100_120_95,,"((zcjsbc;(((gvpmml,bntjex),(!wngxia)),(tonomw,mwtmgw)))|((!(!khfeeb));(!((fgfswk,(!fzbzqz)),uamqhl))))",c-inference,z3,rc2
3174,4.0,False,0.0,60.0,0.5,False,False,randomTest_100_120_36,,"((oxhvxm;((!tatfzb);((dmcufv;(!xtsrmr)),(!vkhxde))))|zotbyl)",c-inference,z3,rc2
3032,1.0,False,7975.7,59.2,1057.7,False,False,randomTest_100_120_14,,(((gqfqvj;(!gppgic));(xhcsme;ujdcvg))|itsjqg),c-inference,z3,rc2
3147,10.0,False,0.0,57.9,0.5,False,False,randomTest_100_120_30,,"(axlbfy|((!uvaerg),(!(cnphjv;(!fhbgjo)))))",c-inference,z3,rc2
3179,9.0,False,0.0,57.6,0.5,False,False,randomTest_100_120_36,,"(ijyril|((!(btvmvf;(bwqemk,dsiaen)));(hsznjq;geixhn)))",c-inference,z3,rc2
3175,5.0,False,0.0,57.5,0.6,False,False,randomTest_100_120_36,,"(((!ffxzcc);filslu)|((akpnck;nqnvbm),dfnmwd))",c-inference,z3,rc2
3376,4.0,True,0.0,57.4,0.4,False,False,randomTest_100_120_76,,"((oicmcw;lcmqkk)|((npvjyf,(!vuuxty));upngql))",c-inference,z3,rc2
3373,1.0,False,12427.8,57.1,1065.2,False,False,randomTest_100_120_76,,"((((!(!(oexhjk,(zhxnix;sclodg))));(!(!ckdfpo))),((!(!owoddd)),((!xzyddg),plrcfx)))|slygdw)",c-inference,z3,rc2
3230,8.0,False,0.0,57.1,0.6,False,False,randomTest_100_120_52,,((crrqzt;(zjrrla;(rkgesf;ptdlyl)))|(iaprvm;dortev)),c-inference,z3,rc2
3146,9.0,False,0.0,56.4,0.5,False,False,randomTest_100_120_30,,(ngedlu|(yeebkw;(hwgzvw;vdusnl))),c-inference,z3,rc2
3285,9.0,False,0.0,56.4,0.4,False,False,randomTest_100_120_61,,"(byjros|((!(pbpzis,zeohde)),((injkzi;(!dzibrq)),(dnyofb,mhiexv))))",c-inference,z3,rc2
3176,6.0,False,0.0,56.4,0.6,False,False,randomTest_100_120_36,,"((izqwdt,emzqxn)|((!(qeqkja;(!fkcxql))),(kzmlus;rxirgo)))",c-inference,z3,rc2
3308,2.0,True,0.0,56.3,0.6,False,False,randomTest_100_120_64,,"(((!koqurk);xqkuil)|(((!aepuud),(!(qmzwju;(naufxe;rzbuuu))));(!uailsg)))",c-inference,z3,rc2
3180,10.0,False,0.0,56.2,0.6,False,False,randomTest_100_120_36,,"(lsiuhq|(((vldrky,(!qeqkja));((rjnmth;emzqxn);vnhefu));(!zotbyl)))",c-inference,z3,rc2
3231,9.0,False,0.0,56.1,0.7,False,False,randomTest_100_120_52,,"(((!(ldjebm;gopthh)),(klkvwo,(!ugtuxv)))|((!((!ebpsaf),(!(((!skvuau);sygjoy),gcurfk))));(!(!pyuceg))))",c-inference,z3,rc2
3145,8.0,False,0.0,56.0,0.5,False,False,randomTest_100_120_30,,"((uxbnva,hincqq)|(((!(!kcdlqj)),(doikuo;tlvsgd)),qknoiz))",c-inference,z3,rc2
2988,10.0,False,0.0,55.8,0.6,False,False,randomTest_100_120_6,,"(rzcdbl|(((((!(vofjvi;gizzex)),(!(dhxgej;(!cubvms))));fvcgmo),(!(vowpko;qndnzi))),(!(!qajrkr))))",c-inference,z3,rc2
3390,8.0,False,0.0,55.5,0.7,False,False,randomTest_100_120_77,,"(((qbxtmp;(!(nlpobg;xnpqkw)));(!zkolvx))|((zqhrbl;iqwhrg),(mfchkz,(!ptfqbe))))",c-inference,z3,rc2
3079,6.0,True,0.0,55.5,0.6,False,False,randomTest_100_120_20,,"(((!kgmoba);(iawors;(!exrgtd)))|(((!xtfkdq);xpjwbo),(pqzavc;htpoby)))",c-inference,z3,rc2
3470,3.0,True,0.0,55.4,0.4,False,False,randomTest_100_120_90,,"((pmwhup;jgjagd)|(((qagapl;wpjdlc);((!duuaau),(((!klfzuu),rbqksv);(ommgjo,olvbij)))),mnlyfz))",c-inference,z3,rc2
3475,8.0,True,0.0,54.5,0.6,False,False,randomTest_100_120_90,,"(((!tuheby);((!(zkzsbg,(!(!(plztbe;zmvlpc)))));(!(sfxmvt;ltklfg))))|(tmjriw,(jgjagd,rwzsxp)))",c-inference,z3,rc2
3389,7.0,False,0.0,54.1,0.7,False,False,randomTest_100_120_77,,"(((qbxtmp,(!(wbjxbi,wystor))),(!(ibaqao,esodup)))|((!(evfaup,(wvxpin;fmvzlt))),((!iqwhrg);hkqfqj)))",c-inference,z3,rc2
3392,10.0,False,0.0,53.9,0.7,False,False,randomTest_100_120_77,,"(((!hnzmuu),(cqgaht;qwsfcy))|ibaqao)",c-inference,z3,rc2
3224,2.0,False,0.0,53.9,0.6,False,False,randomTest_100_120_52,,"((pyuceg,(!psdwnc))|((shckin;(ldjebm,(!ptugzv)));dortev))",c-inference,z3,rc2
2979,1.0,False,2033.2,53.6,707.2,False,False,randomTest_100_120_6,,"(((!(bmmhkg;(!vjmmxx))),(!bsiusv))|(dzhfft;zuufjp))",c-inference,z3,rc2
3358,6.0,False,0.0,53.5,0.7,False,False,randomTest_100_120_74,,"(((!(sttmqu,lckfmt)),((!(pywcdd,xxysbv));(!rdikzo)))|(lkminp;dhxhal))",c-inference,z3,rc2
3232,10.0,False,0.0,53.4,0.6,False,False,randomTest_100_120_52,,(sygjoy|(zonimj;(nsyjuz;eumyvd))),c-inference,z3,rc2
3070,9.0,False,0.0,53.3,0.5,False,False,randomTest_100_120_17,,"(vwpzqh|((!(nxjjrm,(!(!(!xicswd))))),(cnhphn;wdzlkj)))",c-inference,z3,rc2
3271,5.0,False,0.0,53.1,0.5,False,False,randomTest_100_120_60,,"((ajgbqt;(!lnouzo))|((pkfnfy,tqrnnp),(!hbdfxd)))",c-inference,z3,rc2
3081,8.0,False,0.0,53.1,0.7,False,False,randomTest_100_120_20,,"(((!(!oqknfn));(!((fblxtu,((!nzvefe);(ctrkgu,joacpd)));(gqzphr,(!qvhdzf)))))|odsbya)",c-inference,z3,rc2
3391,9.0,False,0.0,52.9,0.7,False,False,randomTest_100_120_77,,"((((!xmyyhc),hnzmuu);prbgso)|(fdqiqm,((!(!qkooxp));(pglnji,talslt))))",c-inference,z3,rc2
3526,9.0,False,0.0,52.7,0.5,False,False,randomTest_100_120_95,,"(iqduat|(szbuyt,(rgoabd;dhokfb)))",c-inference,z3,rc2
3225,3.0,False,0.0,52.6,0.6,False,False,randomTest_100_120_52,,"(gpzkqd|(((ssszdj;(!ooqoyx)),(!qtsnae));(!(!iqgrwg))))",c-inference,z3,rc2
3161,3.0,False,0.0,52.3,0.5,False,False,randomTest_100_120_33,,"((fcdgjl,pqhwmf)|(((!bamqnk),masjkk),(!zdczyx)))",c-inference,z3,rc2
3525,8.0,False,0.0,52.2,0.5,False,False,randomTest_100_120_95,,(wyamma|((!(gajumc;mjqycd));(!(!ojaqfj)))),c-inference,z3,rc2
